month,region,product_id,customer_id,volume_sold,net_price_usd_per_mt
2023-06-01,NA,P200,CUST_026,297.21,2094.66
2023-06-01,NA,P200,CUST_027,362.33,2134.05
2023-06-01,NA,P200,CUST_028,4.7,2166.28
2023-06-01,NA,P200,CUST_029,2.25,2062.44
2023-06-01,NA,P200,CUST_032,687.52,2120.28
2023-06-01,NA,P200,CUST_033,3719.31,2177.09
2023-06-01,NA,P200,CUST_035,373.73,2109.43
2023-06-01,NA,P200,CUST_036,831.63,2067.28
2023-06-01,NA,P200,CUST_037,505.39,2090.65
2023-06-01,NA,P200,CUST_009,811.59,2108.42
2023-06-01,NA,P200,CUST_022,144.18,2174.63
2023-06-01,NA,P200,CUST_020,2023.75,2101.63
2023-06-01,EMEA,P100,CUST_004,1956.16,2328.25
2023-06-01,EMEA,P100,CUST_005,4031.55,2431.33
2023-06-01,EMEA,P100,CUST_009,519.84,2360.71
2023-06-01,EMEA,P100,CUST_012,2273.86,2224.49
2023-06-01,EMEA,P100,CUST_016,1976.01,2328.45
2023-06-01,EMEA,P100,CUST_020,2904.78,2304.01
2023-06-01,EMEA,P100,CUST_021,3247.9,2405.58
2023-06-01,EMEA,P100,CUST_023,5460.76,2326.19
2023-06-01,EMEA,P100,CUST_024,3617.61,2384.02
2023-06-01,EMEA,P100,CUST_025,2523.75,2329.24
2023-06-01,EMEA,P100,CUST_030,5090.8,2377.49
2023-06-01,EMEA,P100,CUST_034,568.38,2383.6
2023-06-01,EMEA,P100,CUST_040,2099.32,2376.87
2023-06-01,EMEA,P100,CUST_026,1784.27,2364.47
2023-06-01,EMEA,P100,CUST_039,4727.68,2373.87
2023-06-01,EMEA,P100,CUST_011,2266.29,2352.01
2023-06-01,EMEA,P200,CUST_004,753.44,1999.34
2023-06-01,EMEA,P200,CUST_005,213.55,2030.91
2023-06-01,EMEA,P200,CUST_009,2897.0,1991.98
2023-06-01,EMEA,P200,CUST_012,820.8,2042.63
2023-06-01,EMEA,P200,CUST_016,598.88,1995.54
2023-06-01,EMEA,P200,CUST_020,1810.8,1975.89
2023-06-01,EMEA,P200,CUST_021,733.77,2042.13
2023-06-01,EMEA,P200,CUST_023,214.74,2043.03
2023-06-01,EMEA,P200,CUST_024,1472.04,2003.13
2023-06-01,EMEA,P200,CUST_025,2925.8,2078.8
2023-06-01,EMEA,P200,CUST_030,880.17,2085.74
2023-06-01,EMEA,P200,CUST_034,2851.72,2022.5
2023-06-01,EMEA,P200,CUST_040,71.3,2007.08
2023-06-01,EMEA,P200,CUST_029,112.9,2020.31
2023-06-01,EMEA,P200,CUST_036,506.14,2000.88
2023-06-01,EMEA,P200,CUST_037,1810.89,2001.96
2023-06-01,APAC,P100,CUST_007,3268.74,2194.86
2023-06-01,APAC,P100,CUST_022,2525.7,2242.03
2023-06-01,APAC,P100,CUST_038,355.99,2323.33
2023-06-01,APAC,P100,CUST_039,4983.04,2326.26
2023-06-01,APAC,P100,CUST_004,1852.69,2242.86
2023-06-01,APAC,P100,CUST_028,6261.83,2171.34
2023-06-01,APAC,P100,CUST_013,1820.99,2328.48
2023-06-01,APAC,P200,CUST_007,2058.16,2002.69
2023-06-01,APAC,P200,CUST_022,1478.14,1973.08
2023-06-01,APAC,P200,CUST_038,5257.86,1918.08
2023-06-01,APAC,P200,CUST_039,307.99,1935.42
2023-06-01,APAC,P200,CUST_017,336.43,1936.5
2023-06-01,APAC,P200,CUST_006,2.49,1908.86
2023-06-01,APAC,P200,CUST_034,868.81,1951.6
2023-07-01,NA,P100,CUST_002,1607.57,2470.95
2023-07-01,NA,P100,CUST_003,306.31,2512.27
2023-07-01,NA,P100,CUST_006,1177.78,2529.11
2023-07-01,NA,P100,CUST_010,2469.31,2494.4
2023-07-01,NA,P100,CUST_011,197.82,2484.9
2023-07-01,NA,P100,CUST_013,6723.48,2581.3
2023-07-01,NA,P100,CUST_014,3035.13,2573.36
2023-07-01,NA,P100,CUST_015,2641.12,2516.82
2023-07-01,NA,P100,CUST_017,2711.52,2447.43
2023-07-01,NA,P100,CUST_018,2916.96,2469.03
2023-07-01,NA,P100,CUST_026,3288.13,2528.49
2023-07-01,NA,P100,CUST_027,1943.14,2591.06
2023-07-01,NA,P100,CUST_028,817.91,2471.27
2023-07-01,NA,P100,CUST_029,4409.11,2466.5
2023-07-01,NA,P100,CUST_032,1980.3,2506.51
2023-07-01,NA,P100,CUST_033,3479.84,2464.97
2023-07-01,NA,P100,CUST_035,3333.14,2538.15
2023-07-01,NA,P100,CUST_036,1161.58,2392.11
2023-07-01,NA,P100,CUST_037,2269.49,2545.35
2023-07-01,NA,P100,CUST_005,2150.87,2497.64
2023-07-01,NA,P100,CUST_024,2633.63,2523.57
2023-07-01,NA,P200,CUST_002,1547.54,2073.15
2023-07-01,NA,P200,CUST_003,709.39,2145.08
2023-07-01,NA,P200,CUST_006,233.02,2139.5
2023-07-01,NA,P200,CUST_010,441.38,2074.67
2023-07-01,NA,P200,CUST_011,293.22,2104.28
2023-07-01,NA,P200,CUST_013,49.44,2163.71
2023-07-01,NA,P200,CUST_014,123.36,2095.61
2023-07-01,NA,P200,CUST_015,1921.47,2040.56
2023-07-01,NA,P200,CUST_017,9.99,2050.81
2023-07-01,NA,P200,CUST_018,869.56,2083.79
2023-07-01,NA,P200,CUST_026,0.4,2076.03
2023-07-01,NA,P200,CUST_027,917.21,2160.97
2023-07-01,NA,P200,CUST_028,352.49,2090.84
2023-07-01,NA,P200,CUST_029,2754.95,2191.83
2023-07-01,NA,P200,CUST_032,373.0,2180.67
2023-07-01,NA,P200,CUST_033,2387.96,2045.58
2023-07-01,NA,P200,CUST_035,259.66,2158.61
2023-07-01,NA,P200,CUST_036,640.27,2092.4
2023-07-01,NA,P200,CUST_037,1163.19,2139.88
2023-07-01,NA,P200,CUST_005,474.01,2126.95
2023-07-01,NA,P200,CUST_039,5.67,2099.57
2023-07-01,NA,P200,CUST_009,1064.07,2143.4
2023-07-01,EMEA,P100,CUST_004,473.51,2413.53
2023-07-01,EMEA,P100,CUST_005,329.98,2373.12
2023-07-01,EMEA,P100,CUST_009,364.27,2409.44
2023-07-01,EMEA,P100,CUST_012,6249.1,2513.36
2023-07-01,EMEA,P100,CUST_016,1705.32,2365.3
2023-07-01,EMEA,P100,CUST_020,1430.15,2379.6
2023-07-01,EMEA,P100,CUST_021,276.45,2370.15
2023-07-01,EMEA,P100,CUST_023,656.16,2371.85
2023-07-01,EMEA,P100,CUST_024,5117.06,2395.29
2023-07-01,EMEA,P100,CUST_025,1078.21,2384.06
2023-07-01,EMEA,P100,CUST_030,8044.25,2327.14
2023-07-01,EMEA,P100,CUST_034,4308.03,2344.96
2023-07-01,EMEA,P100,CUST_040,426.74,2363.27
2023-07-01,EMEA,P100,CUST_032,1450.03,2335.82
2023-07-01,EMEA,P100,CUST_006,3243.03,2385.89
2023-07-01,EMEA,P100,CUST_010,1398.05,2340.64
2023-07-01,EMEA,P200,CUST_004,719.43,1981.16
2023-07-01,EMEA,P200,CUST_005,1.96,1949.23
2023-07-01,EMEA,P200,CUST_009,2308.09,1977.46
2023-07-01,EMEA,P200,CUST_012,2210.01,1985.07
2023-07-01,EMEA,P200,CUST_016,212.25,2011.18
2023-07-01,EMEA,P200,CUST_020,232.12,2053.2
2023-07-01,EMEA,P200,CUST_021,67.18,2088.95
2023-07-01,EMEA,P200,CUST_023,769.08,2064.88
2023-07-01,EMEA,P200,CUST_024,609.73,2021.78
2023-07-01,EMEA,P200,CUST_025,1087.79,2101.33
2023-07-01,EMEA,P200,CUST_030,805.37,2001.97
2023-07-01,EMEA,P200,CUST_034,1211.07,1979.88
2023-07-01,EMEA,P200,CUST_040,21.33,2003.86
2023-07-01,EMEA,P200,CUST_035,328.96,2044.1
2023-07-01,EMEA,P200,CUST_026,156.21,1970.09
2023-07-01,APAC,P100,CUST_007,1675.04,2312.4
2023-07-01,APAC,P100,CUST_022,1313.69,2182.98
2023-07-01,APAC,P100,CUST_038,6519.38,2267.39
2023-07-01,APAC,P100,CUST_039,1615.95,2234.1
2023-07-01,APAC,P100,CUST_033,3533.82,2267.48
2023-07-01,APAC,P100,CUST_009,1091.62,2223.1
2023-07-01,APAC,P100,CUST_011,5051.46,2279.05
2023-07-01,APAC,P200,CUST_007,1289.52,1914.54
2023-07-01,APAC,P200,CUST_022,312.76,1894.12
2023-07-01,APAC,P200,CUST_038,2250.38,1899.21
2023-07-01,APAC,P200,CUST_039,179.7,1896.85
2023-07-01,APAC,P200,CUST_033,166.07,1935.65
2023-07-01,APAC,P200,CUST_030,3329.92,2035.19
2023-07-01,APAC,P200,CUST_010,27.81,1991.08
2023-08-01,NA,P100,CUST_002,622.66,2506.72
2023-08-01,NA,P100,CUST_003,2367.13,2525.75
2023-08-01,NA,P100,CUST_006,1625.47,2553.44
2023-08-01,NA,P100,CUST_010,3350.74,2617.3
2023-08-01,NA,P100,CUST_011,1018.65,2562.22
2023-08-01,NA,P100,CUST_013,1668.35,2540.17
2023-08-01,NA,P100,CUST_014,1265.37,2542.01
2023-08-01,NA,P100,CUST_015,558.57,2504.95
2023-08-01,NA,P100,CUST_017,1094.41,2589.54
2023-08-01,NA,P100,CUST_018,1629.01,2569.82
2023-08-01,NA,P100,CUST_026,2767.0,2466.68
2023-08-01,NA,P100,CUST_027,1264.99,2417.56
2023-08-01,NA,P100,CUST_028,1703.06,2519.49
2023-08-01,NA,P100,CUST_029,1751.84,2494.61
2023-08-01,NA,P100,CUST_032,529.61,2481.82
2023-08-01,NA,P100,CUST_033,3463.0,2401.22
2023-08-01,NA,P100,CUST_035,2131.55,2543.85
2023-08-01,NA,P100,CUST_036,1842.47,2447.46
2023-08-01,NA,P100,CUST_037,1742.24,2597.43
2023-08-01,NA,P100,CUST_021,3202.07,2473.58
2023-08-01,NA,P100,CUST_004,1070.04,2558.21
2023-08-01,NA,P100,CUST_005,3697.85,2468.92
2023-08-01,NA,P200,CUST_002,402.7,2107.93
2023-08-01,NA,P200,CUST_003,75.49,2093.85
2023-08-01,NA,P200,CUST_006,197.69,2101.59
2023-08-01,NA,P200,CUST_010,2872.46,2134.89
2023-08-01,NA,P200,CUST_011,508.71,2111.53
2023-08-01,NA,P200,CUST_013,16.11,2152.92
2023-08-01,NA,P200,CUST_014,123.28,2180.86
2023-08-01,NA,P200,CUST_015,151.91,2114.15
2023-08-01,NA,P200,CUST_017,575.94,2118.13
2023-08-01,NA,P200,CUST_018,403.63,2153.12
2023-08-01,NA,P200,CUST_026,16.08,2111.99
2023-08-01,NA,P200,CUST_027,1580.57,2081.02
2023-08-01,NA,P200,CUST_028,198.71,2156.21
2023-08-01,NA,P200,CUST_029,0.21,2138.1
2023-08-01,NA,P200,CUST_032,514.75,2087.83
2023-08-01,NA,P200,CUST_033,923.94,2107.13
2023-08-01,NA,P200,CUST_035,262.13,2135.73
2023-08-01,NA,P200,CUST_036,1156.9,2179.04
2023-08-01,NA,P200,CUST_037,44.87,2071.06
2023-08-01,NA,P200,CUST_020,983.0,2146.93
2023-08-01,NA,P200,CUST_022,263.67,2048.23
2023-08-01,NA,P200,CUST_009,659.4,2129.42
2023-08-01,EMEA,P100,CUST_004,2440.01,2523.23
2023-08-01,EMEA,P100,CUST_005,1387.52,2380.57
2023-08-01,EMEA,P100,CUST_009,3255.24,2440.52
2023-08-01,EMEA,P100,CUST_012,2138.12,2393.78
2023-08-01,EMEA,P100,CUST_016,941.1,2272.82
2023-08-01,EMEA,P100,CUST_020,220.13,2387.5
2023-08-01,EMEA,P100,CUST_021,2296.58,2393.33
2023-08-01,EMEA,P100,CUST_023,1928.12,2357.13
2023-08-01,EMEA,P100,CUST_024,1347.46,2385.46
2023-08-01,EMEA,P100,CUST_025,2854.39,2414.87
2023-08-01,EMEA,P100,CUST_030,2035.99,2343.27
2023-08-01,EMEA,P100,CUST_034,1665.95,2458.32
2023-08-01,EMEA,P100,CUST_040,603.19,2422.36
2023-08-01,EMEA,P100,CUST_036,5171.61,2359.06
2023-08-01,EMEA,P100,CUST_029,712.57,2396.99
2023-08-01,EMEA,P100,CUST_022,5158.29,2284.81
2023-08-01,EMEA,P200,CUST_004,316.9,2056.66
2023-08-01,EMEA,P200,CUST_005,9.65,2009.42
2023-08-01,EMEA,P200,CUST_009,957.56,2051.73
2023-08-01,EMEA,P200,CUST_012,270.45,2060.28
2023-08-01,EMEA,P200,CUST_016,124.71,2017.14
2023-08-01,EMEA,P200,CUST_020,786.56,1948.15
2023-08-01,EMEA,P200,CUST_021,194.37,2043.38
2023-08-01,EMEA,P200,CUST_023,515.22,2026.02
2023-08-01,EMEA,P200,CUST_024,2216.78,1978.63
2023-08-01,EMEA,P200,CUST_025,127.57,2063.87
2023-08-01,EMEA,P200,CUST_030,384.1,1991.14
2023-08-01,EMEA,P200,CUST_034,399.48,2043.37
2023-08-01,EMEA,P200,CUST_040,42.28,2087.6
2023-08-01,EMEA,P200,CUST_029,109.06,2113.66
2023-08-01,EMEA,P200,CUST_014,1095.52,2062.15
2023-08-01,EMEA,P200,CUST_036,191.3,2003.85
2023-08-01,APAC,P100,CUST_007,968.96,2222.65
2023-08-01,APAC,P100,CUST_022,912.29,2243.58
2023-08-01,APAC,P100,CUST_038,1638.29,2213.47
2023-08-01,APAC,P100,CUST_039,1811.62,2210.54
2023-08-01,APAC,P100,CUST_029,4793.77,2268.8
2023-08-01,APAC,P100,CUST_003,10143.73,2266.96
2023-08-01,APAC,P100,CUST_024,3089.66,2264.77
2023-08-01,APAC,P200,CUST_007,504.49,1952.22
2023-08-01,APAC,P200,CUST_022,161.5,1986.11
2023-08-01,APAC,P200,CUST_038,3203.6,1962.17
2023-08-01,APAC,P200,CUST_039,200.16,1954.03
2023-08-01,APAC,P200,CUST_027,472.13,1949.52
2023-08-01,APAC,P200,CUST_002,657.39,1955.68
2023-09-01,NA,P100,CUST_002,3318.8,2564.8
2023-09-01,NA,P100,CUST_003,1359.95,2436.85
2023-09-01,NA,P100,CUST_006,2778.6,2407.45
2023-09-01,NA,P100,CUST_010,377.25,2573.48
2023-09-01,NA,P100,CUST_011,3285.43,2452.86
2023-09-01,NA,P100,CUST_013,291.31,2526.18
2023-09-01,NA,P100,CUST_014,1167.7,2489.06
2023-09-01,NA,P100,CUST_015,949.84,2556.4
2023-09-01,NA,P100,CUST_017,742.97,2593.79
2023-09-01,NA,P100,CUST_018,1321.99,2468.23
2023-09-01,NA,P100,CUST_026,858.98,2568.45
2023-09-01,NA,P100,CUST_027,1967.83,2437.48
2023-09-01,NA,P100,CUST_028,343.91,2559.03
2023-09-01,NA,P100,CUST_029,1466.13,2505.49
2023-09-01,NA,P100,CUST_032,1212.04,2541.18
2023-09-01,NA,P100,CUST_033,1873.71,2485.88
2023-09-01,NA,P100,CUST_035,2005.97,2576.82
2023-09-01,NA,P100,CUST_036,1341.21,2562.44
2023-09-01,NA,P100,CUST_037,1136.0,2479.91
2023-09-01,NA,P100,CUST_024,1526.0,2481.5
2023-09-01,NA,P100,CUST_034,430.67,2531.64
2023-09-01,NA,P100,CUST_007,1648.09,2489.77
2023-09-01,NA,P200,CUST_002,952.52,2124.74
2023-09-01,NA,P200,CUST_003,416.5,2126.25
2023-09-01,NA,P200,CUST_006,53.1,2111.47
2023-09-01,NA,P200,CUST_010,1805.75,2054.11
2023-09-01,NA,P200,CUST_011,301.74,2135.39
2023-09-01,NA,P200,CUST_013,28.7,2129.35
2023-09-01,NA,P200,CUST_014,427.95,2098.95
2023-09-01,NA,P200,CUST_015,1347.24,2140.45
2023-09-01,NA,P200,CUST_017,37.74,2019.17
2023-09-01,NA,P200,CUST_018,147.38,2141.7
2023-09-01,NA,P200,CUST_026,351.31,2051.77
2023-09-01,NA,P200,CUST_027,68.96,2082.97
2023-09-01,NA,P200,CUST_028,70.77,2080.42
2023-09-01,NA,P200,CUST_029,297.65,2089.07
2023-09-01,NA,P200,CUST_032,832.95,2183.94
2023-09-01,NA,P200,CUST_033,1381.93,2093.73
2023-09-01,NA,P200,CUST_035,819.99,2120.61
2023-09-01,NA,P200,CUST_036,1980.71,2064.21
2023-09-01,NA,P200,CUST_037,829.19,2107.55
2023-09-01,NA,P200,CUST_007,132.3,2062.69
2023-09-01,NA,P200,CUST_038,1322.51,2144.06
2023-09-01,NA,P200,CUST_021,1644.74,2156.85
2023-09-01,EMEA,P100,CUST_004,240.52,2420.45
2023-09-01,EMEA,P100,CUST_005,2182.1,2412.33
2023-09-01,EMEA,P100,CUST_009,114.41,2436.69
2023-09-01,EMEA,P100,CUST_012,2028.52,2402.9
2023-09-01,EMEA,P100,CUST_016,100.57,2372.35
2023-09-01,EMEA,P100,CUST_020,2689.78,2288.28
2023-09-01,EMEA,P100,CUST_021,3910.38,2323.57
2023-09-01,EMEA,P100,CUST_023,1746.4,2474.28
2023-09-01,EMEA,P100,CUST_024,1417.01,2390.65
2023-09-01,EMEA,P100,CUST_025,1933.82,2312.18
2023-09-01,EMEA,P100,CUST_030,814.52,2383.73
2023-09-01,EMEA,P100,CUST_034,2043.19,2404.54
2023-09-01,EMEA,P100,CUST_040,3394.63,2438.36
2023-09-01,EMEA,P100,CUST_022,5837.78,2364.4
2023-09-01,EMEA,P100,CUST_014,4718.11,2442.03
2023-09-01,EMEA,P100,CUST_032,8.24,2352.0
2023-09-01,EMEA,P200,CUST_004,481.47,2020.79
2023-09-01,EMEA,P200,CUST_005,186.75,1949.61
2023-09-01,EMEA,P200,CUST_009,574.67,1974.55
2023-09-01,EMEA,P200,CUST_012,3241.26,1961.8
2023-09-01,EMEA,P200,CUST_016,338.54,1980.22
2023-09-01,EMEA,P200,CUST_020,746.02,2012.32
2023-09-01,EMEA,P200,CUST_021,190.44,1971.15
2023-09-01,EMEA,P200,CUST_023,389.36,2015.25
2023-09-01,EMEA,P200,CUST_024,1787.11,2059.32
2023-09-01,EMEA,P200,CUST_025,793.99,2006.85
2023-09-01,EMEA,P200,CUST_030,847.95,2062.22
2023-09-01,EMEA,P200,CUST_034,987.32,2051.69
2023-09-01,EMEA,P200,CUST_040,422.9,2038.64
2023-09-01,EMEA,P200,CUST_029,606.67,2025.39
2023-09-01,EMEA,P200,CUST_011,555.86,2074.36
2023-09-01,EMEA,P200,CUST_017,235.52,1990.05
2023-09-01,APAC,P100,CUST_007,2074.74,2294.15
2023-09-01,APAC,P100,CUST_022,10393.45,2201.44
2023-09-01,APAC,P100,CUST_038,526.47,2212.62
2023-09-01,APAC,P100,CUST_039,599.87,2317.1
2023-09-01,APAC,P100,CUST_014,5226.83,2158.77
2023-09-01,APAC,P100,CUST_018,2264.42,2208.34
2023-09-01,APAC,P200,CUST_007,309.64,1968.7
2023-09-01,APAC,P200,CUST_022,194.81,1963.9
2023-09-01,APAC,P200,CUST_038,1304.84,1940.49
2023-09-01,APAC,P200,CUST_039,4257.8,1904.02
2023-09-01,APAC,P200,CUST_023,173.53,1958.49
2023-09-01,APAC,P200,CUST_004,267.24,1960.9
2023-10-01,NA,P100,CUST_002,3168.03,2514.98
2023-10-01,NA,P100,CUST_003,2750.0,2486.5
2023-10-01,NA,P100,CUST_006,2200.17,2508.28
2023-10-01,NA,P100,CUST_010,3706.82,2496.86
2023-10-01,NA,P100,CUST_011,1958.35,2511.83
2023-10-01,NA,P100,CUST_013,400.83,2598.71
2023-10-01,NA,P100,CUST_014,930.8,2560.05
2023-10-01,NA,P100,CUST_015,839.55,2521.1
2023-10-01,NA,P100,CUST_017,387.32,2522.29
2023-10-01,NA,P100,CUST_018,1247.11,2428.36
2023-10-01,NA,P100,CUST_026,799.47,2531.01
2023-10-01,NA,P100,CUST_027,464.54,2552.27
2023-10-01,NA,P100,CUST_028,1736.45,2491.6
2023-10-01,NA,P100,CUST_029,1685.64,2501.36
2023-10-01,NA,P100,CUST_032,234.02,2488.06
2023-10-01,NA,P100,CUST_033,389.91,2486.91
2023-10-01,NA,P100,CUST_035,145.22,2426.52
2023-10-01,NA,P100,CUST_036,4657.18,2485.28
2023-10-01,NA,P100,CUST_037,551.97,2453.89
2023-10-01,NA,P100,CUST_021,1229.32,2512.89
2023-10-01,NA,P100,CUST_023,969.22,2448.27
2023-10-01,NA,P100,CUST_016,891.51,2434.74
2023-10-01,NA,P200,CUST_002,1519.83,2124.96
2023-10-01,NA,P200,CUST_003,2177.81,2119.12
2023-10-01,NA,P200,CUST_006,53.76,2066.79
2023-10-01,NA,P200,CUST_010,1393.62,2160.72
2023-10-01,NA,P200,CUST_011,520.67,2089.07
2023-10-01,NA,P200,CUST_013,0.55,2112.32
2023-10-01,NA,P200,CUST_014,29.65,2043.0
2023-10-01,NA,P200,CUST_015,996.69,2088.54
2023-10-01,NA,P200,CUST_017,430.47,2118.87
2023-10-01,NA,P200,CUST_018,138.03,2166.98
2023-10-01,NA,P200,CUST_026,33.04,2079.2
2023-10-01,NA,P200,CUST_027,973.39,2055.89
2023-10-01,NA,P200,CUST_028,1830.61,2204.74
2023-10-01,NA,P200,CUST_029,108.93,2163.15
2023-10-01,NA,P200,CUST_032,1637.32,2151.96
2023-10-01,NA,P200,CUST_033,1191.29,2134.96
2023-10-01,NA,P200,CUST_035,847.28,2108.4
2023-10-01,NA,P200,CUST_036,3944.8,2144.09
2023-10-01,NA,P200,CUST_037,1653.62,2141.44
2023-10-01,NA,P200,CUST_021,1117.22,2064.72
2023-10-01,NA,P200,CUST_040,1279.52,2105.85
2023-10-01,NA,P200,CUST_005,47.06,2036.46
2023-10-01,EMEA,P100,CUST_004,849.47,2471.91
2023-10-01,EMEA,P100,CUST_005,2027.39,2411.61
2023-10-01,EMEA,P100,CUST_009,1534.18,2349.1
2023-10-01,EMEA,P100,CUST_012,2074.83,2446.53
2023-10-01,EMEA,P100,CUST_016,1029.34,2353.18
2023-10-01,EMEA,P100,CUST_020,2758.45,2435.82
2023-10-01,EMEA,P100,CUST_021,840.14,2299.51
2023-10-01,EMEA,P100,CUST_023,1285.02,2319.24
2023-10-01,EMEA,P100,CUST_024,2574.56,2378.63
2023-10-01,EMEA,P100,CUST_025,2237.61,2345.74
2023-10-01,EMEA,P100,CUST_030,304.79,2332.76
2023-10-01,EMEA,P100,CUST_034,2293.41,2334.18
2023-10-01,EMEA,P100,CUST_040,1556.16,2412.47
2023-10-01,EMEA,P100,CUST_007,324.7,2394.8
2023-10-01,EMEA,P100,CUST_035,1160.97,2363.25
2023-10-01,EMEA,P200,CUST_004,13.62,1963.7
2023-10-01,EMEA,P200,CUST_005,540.53,2075.99
2023-10-01,EMEA,P200,CUST_009,438.22,2040.65
2023-10-01,EMEA,P200,CUST_012,1841.31,1997.23
2023-10-01,EMEA,P200,CUST_016,1838.18,2000.59
2023-10-01,EMEA,P200,CUST_020,838.48,2040.35
2023-10-01,EMEA,P200,CUST_021,143.59,2012.28
2023-10-01,EMEA,P200,CUST_023,49.56,1933.27
2023-10-01,EMEA,P200,CUST_024,1607.61,1989.75
2023-10-01,EMEA,P200,CUST_025,1581.79,2014.24
2023-10-01,EMEA,P200,CUST_030,774.33,2001.46
2023-10-01,EMEA,P200,CUST_034,673.67,2065.58
2023-10-01,EMEA,P200,CUST_040,26.92,1965.56
2023-10-01,EMEA,P200,CUST_038,1222.09,2028.88
2023-10-01,EMEA,P200,CUST_002,705.84,2095.1
2023-10-01,EMEA,P200,CUST_027,497.16,2035.91
2023-10-01,APAC,P100,CUST_007,2397.43,2268.9
2023-10-01,APAC,P100,CUST_022,948.1,2216.79
2023-10-01,APAC,P100,CUST_038,1692.89,2320.05
2023-10-01,APAC,P100,CUST_039,1252.15,2195.35
2023-10-01,APAC,P100,CUST_006,2818.12,2229.08
2023-10-01,APAC,P100,CUST_027,2249.55,2301.0
2023-10-01,APAC,P200,CUST_007,1286.14,1950.44
2023-10-01,APAC,P200,CUST_022,900.72,1887.0
2023-10-01,APAC,P200,CUST_038,204.1,1914.1
2023-10-01,APAC,P200,CUST_039,1114.6,1868.21
2023-10-01,APAC,P200,CUST_006,3412.26,2002.96
2023-10-01,APAC,P200,CUST_005,103.62,1929.49
2023-11-01,NA,P100,CUST_002,3956.73,2508.58
2023-11-01,NA,P100,CUST_003,364.46,2548.87
2023-11-01,NA,P100,CUST_006,1164.08,2511.83
2023-11-01,NA,P100,CUST_010,5055.97,2413.82
2023-11-01,NA,P100,CUST_011,1193.46,2442.57
2023-11-01,NA,P100,CUST_013,1608.79,2512.31
2023-11-01,NA,P100,CUST_014,2930.56,2510.29
2023-11-01,NA,P100,CUST_015,1010.48,2531.43
2023-11-01,NA,P100,CUST_017,922.28,2601.58
2023-11-01,NA,P100,CUST_018,1201.21,2476.02
2023-11-01,NA,P100,CUST_026,158.37,2525.73
2023-11-01,NA,P100,CUST_027,3533.89,2509.2
2023-11-01,NA,P100,CUST_028,862.11,2532.22
2023-11-01,NA,P100,CUST_029,1774.19,2537.22
2023-11-01,NA,P100,CUST_032,501.37,2561.41
2023-11-01,NA,P100,CUST_033,419.32,2489.48
2023-11-01,NA,P100,CUST_035,1696.18,2498.02
2023-11-01,NA,P100,CUST_036,4071.64,2542.41
2023-11-01,NA,P100,CUST_037,1313.35,2499.66
2023-11-01,NA,P100,CUST_012,336.42,2527.59
2023-11-01,NA,P100,CUST_024,651.4,2478.44
2023-11-01,NA,P100,CUST_039,75.8,2413.52
2023-11-01,NA,P200,CUST_002,310.27,2144.5
2023-11-01,NA,P200,CUST_003,456.41,2173.27
2023-11-01,NA,P200,CUST_006,781.94,2127.06
2023-11-01,NA,P200,CUST_010,929.85,2052.38
2023-11-01,NA,P200,CUST_011,89.35,2101.05
2023-11-01,NA,P200,CUST_013,2.02,2111.8
2023-11-01,NA,P200,CUST_014,533.07,2168.03
2023-11-01,NA,P200,CUST_015,308.28,2134.23
2023-11-01,NA,P200,CUST_017,1.38,2129.26
2023-11-01,NA,P200,CUST_018,1229.55,2153.15
2023-11-01,NA,P200,CUST_026,160.71,2121.78
2023-11-01,NA,P200,CUST_027,931.9,2134.95
2023-11-01,NA,P200,CUST_028,1001.01,2105.13
2023-11-01,NA,P200,CUST_029,36.8,2081.18
2023-11-01,NA,P200,CUST_032,38.52,2143.01
2023-11-01,NA,P200,CUST_033,1035.08,2144.32
2023-11-01,NA,P200,CUST_035,1731.03,2043.23
2023-11-01,NA,P200,CUST_036,107.81,2094.61
2023-11-01,NA,P200,CUST_037,1052.07,2083.84
2023-11-01,NA,P200,CUST_034,688.76,2161.63
2023-11-01,NA,P200,CUST_009,206.92,2165.25
2023-11-01,NA,P200,CUST_030,2407.1,2116.25
2023-11-01,EMEA,P100,CUST_004,471.06,2488.2
2023-11-01,EMEA,P100,CUST_005,1290.4,2315.68
2023-11-01,EMEA,P100,CUST_009,2182.39,2393.49
2023-11-01,EMEA,P100,CUST_012,1670.04,2379.39
2023-11-01,EMEA,P100,CUST_016,771.48,2331.01
2023-11-01,EMEA,P100,CUST_020,839.09,2298.92
2023-11-01,EMEA,P100,CUST_021,3085.95,2390.84
2023-11-01,EMEA,P100,CUST_023,828.02,2313.29
2023-11-01,EMEA,P100,CUST_024,392.95,2396.34
2023-11-01,EMEA,P100,CUST_025,1139.17,2348.56
2023-11-01,EMEA,P100,CUST_030,642.59,2383.27
2023-11-01,EMEA,P100,CUST_034,3516.26,2337.3
2023-11-01,EMEA,P100,CUST_040,959.23,2359.86
2023-11-01,EMEA,P100,CUST_027,366.68,2322.31
2023-11-01,EMEA,P100,CUST_010,1820.24,2366.67
2023-11-01,EMEA,P100,CUST_036,3030.49,2469.09
2023-11-01,EMEA,P200,CUST_004,326.46,1990.1
2023-11-01,EMEA,P200,CUST_005,144.51,1994.07
2023-11-01,EMEA,P200,CUST_009,284.37,2111.18
2023-11-01,EMEA,P200,CUST_012,1261.42,1999.8
2023-11-01,EMEA,P200,CUST_016,660.54,2084.83
